year,decade_code,title,director,writer,plot,clean_test,budget,domgross,intgross,budget_2013,domgross_2013,intgross_2013,metascore,imdb_rating,awards
1996,3,Chain Reaction,Andrew Davis,"Arne Schmidt (story), Rick Seaman (story), Josh Friedman (story), J.F. Lawton (screenplay), Michael Bortman (screenplay)",Two researchers in a green alternative energy project are put on the run when they are framed for murder and treason.,notalk,55000000,21226204,60209334,81684071,31524414,89420791,NA,5.5,1 nomination.
1996,3,DragonHeart,Rob Cohen,"Patrick Read Johnson (story), Charles Edward Pogue (story), Charles Edward Pogue (screenplay)",The last dragon and a disillusioned dragonslaying knight must cooperate to stop an evil king who was given partial immortality.,men,57000000,51364680,104364680,84654401,76285021,154998762,NA,6.4,Nominated for 1 Oscar. Another 2 wins & 5 nominations.
1996,3,Emma,Douglas McGrath,"Jane Austen (novel), Douglas McGrath (screenplay)",In rural 1800s England things go bad for a young matchmaker after she finds a man for another woman.,ok,5900000,22231658,37831658,8762473,33017679,56186252,66,6.9,Won 1 Oscar. Another 2 wins & 4 nominations.
1996,3,Escape from L.A.,John Carpenter,"John Carpenter (characters), Nick Castle (characters), John Carpenter, Debra Hill, Kurt Russell","Snake Plissken is once again called in by the United States government to recover a potential doomsday device from Los Angeles, now an autonomous island where undesirables are deported.",notalk,50000000,25426861,25426861,74258246,37763082,37763082,NA,5.6,2 nominations.
1996,3,Eye for an Eye,John Schlesinger,"Erika Holzer (novel), Amanda Silver (screenplay), Rick Jaffa (screenplay)","Karen McCann's eldest daughter is raped and murdered whilst on the phone with her. When the case against Robert Doob, the perpetrator, is dismissed because of a technicality, she starts ...",ok,20000000,26792700,26792700,29703299,39791578,39791578,NA,6.1,N/A
1996,3,Fargo,"Joel Coen, Ethan Coen","Ethan Coen, Joel Coen",Jerry Lundegaard's inept crime falls apart due to his and his henchmen's bungling and the persistent police work of the quite pregnant Marge Gunderson.,ok,7000000,24567751,51204567,10396154,36487162,76047227,85,8.2,Won 2 Oscars. Another 60 wins & 32 nominations.
1996,3,Freeway,Matthew Bright,Matthew Bright,"A twisted take on 'Little Red Riding Hood' with a teenage juvenile delinquent on the run from a social worker traveling to her grandmother's house and being hounded by a charming, but sadistic, serial killer/pedophile.",ok,3000000,295493,295493,4455495,438856,438856,61,6.9,6 wins & 4 nominations.
1996,3,From Dusk Till Dawn,Robert Rodriguez,"Robert Kurtzman (story), Quentin Tarantino (screenplay)","Two criminals and their hostages unknowingly seek temporary refuge in an establishment populated by vampires, with chaotic results.",notalk,20000000,25728961,25728961,29703299,38211750,38211750,52,7.3,4 wins & 8 nominations.
1996,3,Hamlet,Kenneth Branagh,"William Shakespeare (play), Kenneth Branagh (screenplay)","Hamlet, Prince of Denmark, returns home to find his father murdered and his mother remarrying the murderer, his uncle. Meanwhile, war is brewing.",notalk,2000000,1577287,2419669,2970330,2342531,3593608,NA,7.9,Nominated for 4 Oscars. Another 6 wins & 12 nominations.
1996,3,Harriet the Spy,Bronwen Hughes,"Louise Fitzhugh (novel), Greg Taylor (adaptation), Julie Talen (adaptation), Douglas Petrie (screenplay), Theresa Rebeck (screenplay)",Harriet M. Welsch is a spy. But when Harriet's friends find her secret notebook the tables are turned on her. Can she win her friends back and still keep on going with the spy business?,ok,13000000,26570048,26570048,19307144,39460903,39460903,NA,5.9,3 wins & 2 nominations.
1996,3,Independence Day,Roland Emmerich,"Dean Devlin, Roland Emmerich","The aliens are coming and their goal is to invade and destroy. Fighting superior technology, Man's best weapon is the will to survive.",ok,75000000,306169255,817400878,111387369,454711839,1213975115,59,6.9,Won 1 Oscar. Another 26 wins & 22 nominations.
1996,3,Jingle All the Way,Brian Levant,Randy Kornfield,A father decides to dream the impossible; to get a Turbo Man action figure for his son just before Christmas.,notalk,60000000,60592389,129832389,89109896,89989691,192822510,NA,5.3,2 wins & 1 nomination.
1996,3,Kingpin,"Bobby Farrelly, Peter Farrelly","Barry Fanaro, Mort Nathan","A star bowler whose career was prematurely ""cut off"" hopes to ride a new prodigy to success and riches.",notalk,25000000,25023424,32223424,37129123,37163912,47857099,43,6.9,N/A
1996,3,Love and Other Catastrophes,Emma-Kate Croghan,"Stavros Kazantzidis (story), Yael Bergman (screenplay), Emma-Kate Croghan (screenplay), Helen Bandis (screenplay)",A day in the life of two film-school students trying to find love and another house-mate.,ok,250000,212285,743216,371291,315278,1103798,NA,6.4,1 win & 5 nominations.
1996,3,Mars Attacks!,Tim Burton,"Len Brown (trading card series), Woody Gelman (trading card series), Wally Wood (trading card series), Bob Powell (trading card series), Norman Saunders (trading card series), Jonathan Gems (screen story), Jonathan Gems (screenplay)",Earth is invaded by Martians with unbeatable weapons and a cruel sense of humor.,ok,80000000,37771017,101371017,118813194,56096190,150552679,52,6.3,2 wins & 14 nominations.
1996,3,Mission: Impossible,Brian De Palma,"Bruce Geller (television series), David Koepp (story), Steven Zaillian (story), David Koepp (screenplay), Robert Towne (screenplay)","An American agent, under false suspicion of disloyalty, must discover and expose the real spy without the help of his organization.",notalk,80000000,180981886,457697994,118813194,268787949,679757008,60,7,3 wins & 6 nominations.
1996,3,Romeo + Juliet,Baz Luhrmann,"William Shakespeare (play), Craig Pearce (screenplay), Baz Luhrmann (screenplay)",Shakespeare's famous play is updated to the hip modern suburb of Verona still retaining its original dialogue.,dubious,14500000,46338728,147542381,21534891,68820654,219124769,60,6.9,Nominated for 1 Oscar. Another 13 wins & 20 nominations.
1996,3,Scream,Wes Craven,Kevin Williamson,"A killer known as Ghostface begins killing off teenagers, and as the body count begins rising, one girl and her friends find themselves contemplating the ""Rules"" of horror films as they find themselves living in a real-life one.",ok,15000000,103046663,173046663,22277474,153041290,257002834,65,7.2,7 wins & 4 nominations.
1996,3,Secrets &amp; Lies,NA,NA,NA,ok,4500000,13417292,13417292,6683242,19926891,19926891,NA,NA,NA
1996,3,Set It Off,F. Gary Gray,"Takashi Bufford (story), Takashi Bufford (screenplay), Kate Lanier (screenplay)","Four Black women, all of whom have suffered for lack of money and at the hands of the majority, undertake to rob banks. While initially successful, a policeman who was involved in shooting ...",ok,9000000,36049108,36049108,13366484,53538871,53538871,NA,6.7,5 wins & 5 nominations.
1996,3,Space Jam,Joe Pytka,"Leo Benvenuti, Steve Rudnick, Timothy Harris, Herschel Weingrod",Michael Jordan agrees to help the Looney Toons play a basketball game vs. alien slavers to determine their freedom.,notalk,80000000,90463534,250200000,118813194,134353268,371588265,NA,6.1,5 wins & 6 nominations.
1996,3,Spy Hard,Rick Friedberg,"Jason Friedberg (story), Aaron Seltzer (story), Rick Friedberg (screenplay), Dick Chudnow (screenplay), Jason Friedberg (screenplay), Aaron Seltzer (screenplay)","General Rancor is threatening to destroy the world with a missile he is hiding at his secret base. But to complete his goal, he needs a special computer chip, invented by the scientist Prof...",notalk,18000000,26936265,26936265,26732969,40004796,40004796,25,5.2,N/A
1996,3,Star Trek: First Contact,Jonathan Frakes,"Gene Roddenberry (television series Star Trek), Rick Berman (story), Brannon Braga (story), Ronald D. Moore (story), Brannon Braga (screenplay), Ronald D. Moore (screenplay)",Captain Picard and his crew pursue the Borg back in time to stop them from preventing Earth's first contact with an alien species. They also make sure that Zefram Cochrane makes his famous maiden flight at warp speed.,ok,46000000,92027888,150000000,68317587,136676591,222774739,71,7.6,Nominated for 1 Oscar. Another 4 wins & 12 nominations.
1996,3,Striptease,Andrew Bergman,"Carl Hiaasen (book), Andrew Bergman (screenplay)",A stripper and single mother gets dragged into a dangerous situation after a congressman takes a fancy to her.,dubious,50000000,33109743,113309743,74258246,49173429,168283656,NA,4.2,6 wins & 2 nominations.
1996,3,That Thing You Do!,Tom Hanks,Tom Hanks,"A Pennsylvania band scores a hit in 1964 and rides the star-making machinery as long as it can, with lots of help from its manager.",ok,2500000,25857416,34557416,3712912,38402527,51323462,71,6.8,Nominated for 1 Oscar. Another 3 wins & 3 nominations.
1996,3,The Cable Guy,Ben Stiller,Lou Holtz Jr.,"A lonely and disturbed cable guy raised on television just wants a new friend, but his target, a designer, rejects him, with bad consequences.",notalk,47000000,60240295,102825796,69802752,89466773,152713266,NA,6,3 wins & 1 nomination.
1996,3,The Craft,Andrew Fleming,"Peter Filardi (story), Peter Filardi (screenplay), Andrew Fleming (screenplay)",A newcomer to a Catholic prep high school falls in with a trio of outcast teenage girls who practice witchcraft and they all soon conjure up various spells and curses against those who even slightly anger them.,ok,15000000,24769466,55669466,22277474,36786742,82678338,NA,6.2,1 win & 2 nominations.
1996,3,The English Patient,Anthony Minghella,"Michael Ondaatje (novel), Anthony Minghella (screenplay)","At the close of WWII, a young nurse tends to a badly-burned plane crash victim. His past is shown in flashbacks, revealing an involvement in a fateful love affair.",ok,35000000,78716374,231716374,51980772,116906798,344137032,87,7.4,Won 9 Oscars. Another 47 wins & 39 nominations.
1996,3,The Fan,Tony Scott,"Peter Abrahams (book), Phoef Sutton (screenplay)",An all star baseball player becomes the unhealthy focus of a down on his luck salesman.,notalk,55000000,18582965,18582965,81684071,27598768,27598768,32,5.8,1 win & 3 nominations.
1996,3,The First Wives Club,Hugh Wilson,"Olivia Goldsmith (novel), Robert Harling (screenplay)","Reunited by the death of a college friend, three divorced women seek revenge on the husbands who left them for younger women.",ok,30000000,105489203,181489203,44554948,156668864,269541399,58,6.1,Nominated for 1 Oscar. Another 3 wins & 3 nominations.
1996,3,The Glimmer Man,John Gray,Kevin Brodbin,"Two cops, played by Seagal and Wayans, are forced to work together to solve a chain of mysterious killings by a killer nicknamed ""The Family Man""",notalk,45000000,20404841,36404841,66832422,30304554,54067193,NA,5.3,N/A
1996,3,The Hunchback of Notre Dame,"Gary Trousdale, Kirk Wise","Geefwee Boedoe (story), Tab Murphy (animation screenplay), Irene Mecchi (animation screenplay), Bob Tzudiker (animation screenplay), Noni White (animation screenplay), Jonathan Roberts (animation screenplay), Tab Murphy (animation story), Victor Hugo (novel), Sue C. Nichols (story), Christine Blum (story), Gaëtan Brizzi (story), Paul Brizzi (story), Jim Capobianco (story), Brenda Chapman (story), Francis Glebas (story), Ed Gombert (story), Kirk Hanson (story), Kevin Harkey (story), Burny Mattinson (story), Floyd Norman (story), Denis Rich (story), Jeff Snow (story), Kelly Wightman (story), James Fujii (story), John Sanford (story)","A deformed bell-ringer must assert his independence from a vicious government minister in order to help his friend, a gypsy dancer.",notalk,100000000,100138851,325500000,148516493,148722709,483421183,NA,6.8,Nominated for 1 Oscar. Another 7 wins & 16 nominations.
1996,3,The Long Kiss Goodnight,Renny Harlin,Shane Black,A woman suffering from amnesia begins to recover her memories after trouble from her past finds her again.,notalk,65000000,33447612,33447612,96535720,49675220,49675220,44,6.7,3 nominations.
1996,3,The Mirror Has Two Faces,Barbra Streisand,"André Cayatte (screenplay), Gérard Oury (screenplay), Richard LaGravenese (screen story), Richard LaGravenese (screenplay)","Rose and Gregory, both Columbia University professors meet when Rose's sister answers Gregory's ""personals"" ad. Several times burned, the handsome-but-boring Gregory believes that sex has ...",ok,42000000,41267469,41267469,62376927,61288998,61288998,NA,6.4,Nominated for 2 Oscars. Another 4 wins & 5 nominations.
1996,3,The Rock,Michael Bay,"David Weisberg (story), Douglas Cook (story), David Weisberg (screenplay), Douglas Cook (screenplay), Mark Rosner (screenplay)","A mild-mannered chemist and an ex-con must lead the counterstrike when a rogue group of military men, led by a renegade general, threaten a nerve gas attack from Alcatraz against San Francisco.",notalk,75000000,134069511,336069511,111387369,199115335,499118651,59,7.4,Nominated for 1 Oscar. Another 7 wins & 7 nominations.
1996,3,Trainspotting,Danny Boyle,"Irvine Welsh (novel), John Hodge (screenplay)","Renton, deeply immersed in the Edinburgh drug scene, tries to clean up and get out, despite the allure of the drugs and influence of friends.",men,3100000,16501785,24000785,4604011,24507872,35645124,83,8.2,Nominated for 1 Oscar. Another 19 wins & 15 nominations.
1996,3,Twister,Jan de Bont,"Michael Crichton, Anne-Marie Martin","Bill and Jo Harding, advanced storm chasers on the brink of divorce, must join together to create an advanced weather alert system by putting themselves in the cross-hairs of extremely violent tornadoes.",ok,88000000,241888385,495900000,130694514,359244145,736493287,68,6.2,Nominated for 2 Oscars. Another 6 wins & 9 nominations.
1996,3,Walking and Talking,Nicole Holofcener,Nicole Holofcener,"Things have been tough lately for Amelia. Her best friend moved out of the apartment, her cat got cancer, and now her best friend, Laura, is getting married. She copes with things, from the...",ok,1000000,1287480,1615787,1485165,1912120,2399710,67,6.8,7 nominations.
1996,3,When the Cat&#39;s Away,NA,NA,NA,ok,300000,1652472,2525984,445549,2454193,3751503,NA,NA,NA
1995,3,Apollo 13,Ron Howard,"Jim Lovell (book), Jeffrey Kluger (book), William Broyles Jr. (screenplay), Al Reinert (screenplay)",Three astronauts must devise a strategy to return to Earth safely after their spacecraft undergoes massive internal damage.,ok,65000000,172070496,334100000,99370665,263057839,510765217,77,7.6,Won 2 Oscars. Another 20 wins & 30 nominations.
1995,3,Assassins,Richard Donner,"Andy Wachowski (story), Lana Wachowski (story), Andy Wachowski (screenplay), Lana Wachowski (screenplay), Brian Helgeland (screenplay)","Robert Rath is a seasoned hitman who just wants out of the business with no back talk. But, as things go, it ain't so easy. A younger, peppier assassin named Bain is having a field day ...",notalk,50000000,30306268,83306268,76438973,46331600,127356911,NA,6.2,1 nomination.
1995,3,Batman Forever,Joel Schumacher,"Bob Kane (characters), Lee Batchler (story), Janet Scott Batchler (story), Lee Batchler (screenplay), Janet Scott Batchler (screenplay), Akiva Goldsman (screenplay)","Batman must battle Two-Face and The Riddler with help of an amourous psychologist and a young circus acrobat who becomes his sidekick, Robin.",notalk,100000000,184031112,336529144,152877946,281342983,514478842,51,5.4,Nominated for 3 Oscars. Another 9 wins & 17 nominations.
1995,3,Before Sunrise,Richard Linklater,"Richard Linklater, Kim Krizan","A young man and woman meet on a train in Europe, and wind up spending one evening together in Vienna. Unfortunately, both know that this will probably be their only night together.",nowomen,2500000,5274005,5274005,3821949,8062791,8062791,77,8.1,1 win & 2 nominations.
1995,3,Braveheart,Mel Gibson,Randall Wallace,"When his secret bride is executed for assaulting an English soldier who tried to rape her, a commoner begins a revolt and leads Scottish warriors against the cruel English tyrant who rules Scotland with an iron fist.",men,72000000,75545647,209000000,110072121,115492633,319514907,68,8.4,Won 5 Oscars. Another 19 wins & 20 nominations.
1995,3,Casino,Martin Scorsese,"Nicholas Pileggi (book), Nicholas Pileggi (screenplay), Martin Scorsese (screenplay)","Greed, deception, money, power, and murder occur between two mobster best friends and a trophy wife over a gambling empire.",men,52000000,42438300,110400000,79496532,64878801,168777252,73,8.2,Nominated for 1 Oscar. Another 3 wins & 7 nominations.
1995,3,Casper,Brad Silberling,"Joseph Oriolo (characters), Sherri Stoner, Deanna Oliver",A paranormal expert and his daughter bunk in an abandoned house populated by 3 mischievous ghosts and one friendly one.,ok,55000000,100328194,282300000,84082870,153379682,431574441,NA,5.9,4 wins & 4 nominations.
1995,3,Clueless,Amy Heckerling,Amy Heckerling,"A parody of Jane Austen's novel Emma, about Cher, a popular girl who spends her days playing matchmaker, helping friends with fashion choices, advising the new girl at school on a makeover, and looking for a boyfriend.",ok,13700000,56598476,56598476,20944279,86526587,86526587,68,6.7,6 wins & 8 nominations.
1995,3,Congo,Frank Marshall,"Michael Crichton (novel), John Patrick Shanley (screenplay)","When an expedition to the African Congo ends in disaster, a new team is assembled to find out what went wrong.",nowomen,50000000,81022333,152022333,76438973,123865278,232408620,22,4.9,2 wins & 11 nominations.
1995,3,Copycat,Jon Amiel,"Ann Biderman, David Madsen",An agoraphobic psychologist and a female detective must work together to take down a serial killer who copies serial killers from the past.,dubious,20000000,32051917,32051917,30575589,49000312,49000312,54,6.5,2 wins & 1 nomination.
1995,3,Die Hard: With a Vengeance,John McTiernan,"Jonathan Hensleigh, Roderick Thorp (certain original characters)","John McClane and a Harlem store owner are targeted by German terrorist Simon Gruber in New York City, where he plans to rob the Federal Reserve Building.",notalk,90000000,100012499,364480746,137590151,152897054,557210677,58,7.6,2 wins & 2 nominations.
1995,3,Four rooms,NA,NA,NA,notalk,4000000,4301000,4301000,6115118,6575280,6575280,NA,NA,NA
1995,3,Home for the holidays,NA,NA,NA,ok,20000000,17468887,22119269,30575589,26706076,33815484,NA,NA,NA
1995,3,Jumanji,Joe Johnston,"Jonathan Hensleigh (screenplay), Greg Taylor (screenplay), Jim Strain (screenplay), Greg Taylor (screen story), Jim Strain (screen story), Chris Van Allsburg (screen story), Chris Van Allsburg (book)","When two kids find and play a magical board game, they release a man trapped for decades in it and a host of dangers that can only be stopped by finishing the game.",ok,65000000,100458310,262758310,99370665,153578601,401699506,39,6.7,4 wins & 8 nominations.
1995,3,Mallrats,Kevin Smith,Kevin Smith,"Both dumped by their girlfriends, two best friends seek refuge in the local mall.",notalk,6100000,2108367,2108367,9325555,3223228,3223228,41,7.2,N/A
1995,3,Mortal Kombat,Paul W.S. Anderson,"Ed Boon (video games), John Tobias (video games), Kevin Droney",Three unknowing martial artists are summoned to a mysterious island to compete in a tournament whose outcome will decide the fate of the world.,notalk,20000000,70433227,122133227,30575589,107676871,186714768,58,5.8,1 win & 2 nominations.
1995,3,Outbreak,Wolfgang Petersen,"Laurence Dworet, Robert Roy Pool","Extreme measures are necessary to contain an epidemic of a deadly airborne virus. But how extreme, exactly?",ok,50000000,67823573,67823573,76438973,103687285,103687285,NA,6.5,6 wins & 2 nominations.
1995,3,Pocahontas,"Mike Gabriel, Eric Goldberg","Carl Binder, Susannah Grant, Philip LaZebnik, Tom Sito (story), Glen Keane (story), Joe Grant (story), Ralph Zondag (story), Burny Mattinson (story), Ed Gombert (story), Kaan Kalyon (story), Francis Glebas (story), Rob Gibbs (story), Bruce Morris (story), Todd Kurosawa (story), Duncan Marjoribanks (story), Chris Buck (story), Andrew Chapman (additional story development), Randy Cartwright (additional story development), Will Finn (additional story development), Broose Johnson (additional story development), T. Daniel Hofstedt (additional story development), David Pruiksma (additional story development), Nik Ranieri (additional story development), Vincent DeFrances (additional story development), Tom Mazzocco (additional story development), Don Dougherty (additional story development), Jorgen Klubien (additional story development), Mike Gabriel (based on an idea by)",An English soldier and the daughter of an Algonquin chief share a romance when English colonists invade seventeenth-century Virginia.,ok,55000000,141579773,347100000,84082870,216444248,530639350,58,6.5,Won 2 Oscars. Another 13 wins & 5 nominations.
1995,3,Pride and Prejudice,N/A,N/A,Jane Austen's classic novel about the prejudice that occurred between the 19th century classes and the pride which would keep lovers apart.,ok,28000000,38372662,120918508,42805825,58663337,184857731,NA,9.2,Won 1 Primetime Emmy. Another 7 wins & 12 nominations.
1995,3,Sabrina,Sydney Pollack,"Samuel A. Taylor (play), Billy Wilder (earlier screenplay), Samuel A. Taylor (earlier screenplay), Ernest Lehman (earlier screenplay), Barbara Benedek (screenplay), David Rayfiel (screenplay)","An ugly duckling having undergone a remarkable change, still harbors feelings for her crush: a carefree playboy, but not before his business-focused brother has something to say about it.",ok,58000000,53458319,87100000,88669209,81725980,133156691,NA,6.2,Nominated for 2 Oscars. Another 1 win & 4 nominations.
1995,3,Safe,Todd Haynes,Todd Haynes,An affluent and unexceptional homemaker in the suburbs develops multiple chemical sensitivity.,ok,33000000,17142080,41495213,50449722,26206460,63437029,NA,7.1,4 wins & 6 nominations.
1995,3,Se7en,David Fincher,Andrew Kevin Walker,"Two detectives, a rookie and a veteran, hunt a serial killer who uses the seven deadly sins as his modus operandi.",notalk,30000000,100125643,328125643,45863384,153070026,501631742,65,8.7,Nominated for 1 Oscar. Another 25 wins & 18 nominations.
1995,3,Sense and Sensibility,Ang Lee,"Jane Austen (novel), Emma Thompson (screenplay)","Rich Mr. Dashwood dies, leaving his second wife and her three daughters poor by the rules of inheritance. The two eldest daughters are the titular opposites.",ok,16500000,42993774,134993774,25224861,65727998,206375709,84,7.7,Won 1 Oscar. Another 31 wins & 29 nominations.
1995,3,Showgirls,Paul Verhoeven,Joe Eszterhas,"A young drifter, named Nomi, arrives in Las Vegas to become a dancer and soon sets about clawing and pushing her way to become the top of the Vegas showgirls.",ok,40000000,20350754,37750754,61151178,31111815,57712577,16,4.4,9 wins & 8 nominations.
1995,3,Species,Roger Donaldson,Dennis Feldman,A message from outer space contains instructions on how to modify human DNA.,dubious,35000000,60054449,113354449,53507281,91810008,173293953,NA,5.8,3 wins & 5 nominations.
1995,3,Tank Girl,Rachel Talalay,"Alan Martin (comic strip), Jamie Hewlett (comic strip), Tedi Sarafian","Based on the British cult comic-strip, our tank-riding anti-heroine fights a mega-corporation, which controls the world's water supply.",ok,25000000,4064333,4064333,38219486,6213469,6213469,NA,5.1,N/A
1995,3,The American President,Rob Reiner,Aaron Sorkin,"Comedy-drama about a widowed US president and a lobbyist who fall in love. It's all aboveboard, but ""politics is perception"" and sparks fly anyway.",ok,62000000,60022813,107822813,94784326,91761643,164837302,67,6.8,Nominated for 1 Oscar. Another 1 win & 8 nominations.
1995,3,The Bridges of Madison County,Clint Eastwood,"Richard LaGravenese (screenplay), Robert James Waller (novel)","Photographer Robert Kincaid wanders into the life of housewife Francesca Johnson, for four days in the 1960s.",ok,22000000,71516617,175516617,33633148,109333135,268326198,66,7.5,Nominated for 1 Oscar. Another 7 wins & 10 nominations.
1995,3,The Incredibly True Adventures of Two Girls in Love,NA,NA,NA,ok,250000,2210408,2477155,382195,3379226,3787024,NA,NA,NA
1995,3,The Net,Irwin Winkler,"John D. Brancato, Michael Ferris","A computer programmer stumbles upon a conspiracy, putting her life and the lives of those around her in great danger.",ok,22000000,50621733,110521733,33633148,77389465,168963355,NA,5.8,1 nomination.
1995,3,The Quick and the Dead,Sam Raimi,Simon Moore,Lady avenger returns to western town owned by a ruthless gunslinger hosting an elimination tournament.,notalk,32000000,18552460,18552460,48920943,28362620,28362620,49,6.4,1 nomination.
1995,3,The Usual Suspects,Bryan Singer,Christopher McQuarrie,"A boat has been destroyed, criminals are dead, and the key to this mystery lies with the only survivor and his twisted, convoluted story beginning with five career crooks in a seemingly random police lineup.",notalk,6000000,23341568,34449356,9172677,35684110,52665468,77,8.7,Won 2 Oscars. Another 29 wins & 7 nominations.
1995,3,Toy Story,John Lasseter,"John Lasseter (original story by), Pete Docter (original story by), Andrew Stanton (original story by), Joe Ranft (original story by), Joss Whedon (screenplay), Andrew Stanton (screenplay), Joel Cohen (screenplay), Alec Sokolow (screenplay)",A cowboy doll is profoundly threatened and jealous when a new spaceman figure supplants him as top toy in a boy's room.,notalk,30000000,191780865,364530148,45863384,293190647,557286202,92,8.3,Nominated for 3 Oscars. Another 19 wins & 13 nominations.
1995,3,Twelve Monkeys,Terry Gilliam,"Chris Marker (film La Jetée), David Webb Peoples (screenplay), Janet Peoples (screenplay)","In a future world devastated by disease, a convict is sent back in time to gather information about the man-made virus that wiped out most of the human population on the planet.",notalk,29000000,57141459,168841459,44334604,87356689,258121354,74,8.1,Nominated for 2 Oscars. Another 10 wins & 8 nominations.
1995,3,Waterworld,"Kevin Reynolds, Kevin Costner","Peter Rader, David Twohy","In a future where the polar ice caps have melted and most of Earth is underwater, a mutated mariner fights starvation and outlaw ""smokers,"" and reluctantly helps a woman and a young girl try to find dry land.",nowomen,175000000,88246220,264246220,267536405,134909008,403974193,56,6,Nominated for 1 Oscar. Another 5 wins & 6 nominations.
1995,3,Welcome to the Dollhouse,Todd Solondz,Todd Solondz,"Insightful look at an unattractive 7th grader as she struggles to cope with un-attentive parents, snobbish classmates, a smart older brother, an attractive younger sister, and her own insecurities.",ok,800000,4198137,5034794,1223024,6418026,7697090,83,7.5,4 wins & 11 nominations.
1994,3,Ace Ventura: Pet Detective,Tom Shadyac,"Jack Bernstein (story), Jack Bernstein (screenplay), Tom Shadyac (screenplay), Jim Carrey (screenplay)",A goofy detective specializing in animals goes in search of a missing dolphin mascot of a football team.,men,12000000,72217396,107217396,18859976,113501532,168509796,37,6.9,5 wins & 3 nominations.
1994,3,Beverly Hills Cop III,John Landis,"Danilo Bach (character), Daniel Petrie Jr. (character), Steven E. de Souza","Axel Foley, while investigating a car theft ring, comes across something much bigger than that: the same men who shot his boss are running a counterfeit money ring out of a theme park in Los Angeles.",nowomen,50000000,42586861,119180938,78583235,66932266,187312473,16,5.4,2 nominations.
1994,3,Clerks.,Kevin Smith,Kevin Smith,"A day in the lives of two convenience clerks named Dante and Randal as they annoy customers, discuss movies, and play hockey on the store roof.",notalk,27000,3073428,3894240,42435,4830398,6120440,70,7.9,4 wins & 6 nominations.
1994,3,Crooklyn,Spike Lee,"Cinqué Lee, Joie Lee (screenplay), Joie Lee (story), Spike Lee","From Spike Lee comes this vibrant semi-autobiographical portrait of a school-teacher, her stubborn jazz-musician husband and their five kids living in '70s Brooklyn.",ok,14000000,13024170,13024170,22003306,20469628,20469628,65,6.9,2 nominations.
1994,3,Dumb &amp; Dumber,NA,NA,NA,men,16000000,127175374,246400000,25146635,199877046,387258182,NA,NA,NA
1994,3,Ed Wood,Tim Burton,"Rudolph Grey (book), Scott Alexander, Larry Karaszewski",The mostly true story of the legendary director of awful movies and his strange group of friends and actors.,ok,18000000,5828466,5828466,28289965,9160394,9160394,70,7.9,Won 2 Oscars. Another 23 wins & 13 nominations.
1994,3,Forrest Gump,Robert Zemeckis,"Winston Groom (novel), Eric Roth (screenplay)","Forrest Gump, while not intelligent, has accidentally been present at many historic moments, but his true love, Jenny Curran, eludes him.",notalk,55000000,329694499,679400525,86441558,518169206,1067789822,82,8.8,Won 6 Oscars. Another 38 wins & 46 nominations.
1994,3,Legends of the Fall,Edward Zwick,"Susan Shilliday (screenplay), William D. Wittliff (screenplay), Jim Harrison (novel)","Epic tale of three brothers and their father living in the remote wilderness of 1900s USA and how their lives are affected by nature, history, war, and love.",ok,30000000,66502573,160502573,47149941,104519746,252256228,45,7.5,Won 1 Oscar. Another 1 win & 8 nominations.
1994,3,Little Women,Gillian Armstrong,"Louisa May Alcott (novel), Robin Swicord (screenplay)",The March sisters live and grow in post-Civil War America.,ok,15000000,50003303,50003303,23574970,78588426,78588426,87,7.3,Nominated for 3 Oscars. Another 4 wins & 12 nominations.
1994,3,Naked Gun 33 1/3: The Final Insult,Peter Segal,"Pat Proft, David Zucker, Robert LoCash, Jim Abrahams (television series: ""Police Squad""), David Zucker (television series: ""Police Squad""), Jerry Zucker (television series ""Police Squad"")",Frank Drebin comes out of retirement to help Police Squad infiltrate a gang of terrorists planning to detonate a bomb at the Academy Awards.,men,30000000,51041856,51041856,47149941,80220683,80220683,NA,6.4,3 wins.
1994,3,Police Academy: Mission to Moscow,Alan Metter,"Neal Israel (characters), Pat Proft (characters), Randolph Davis, Michele S. Chodos",The Russian government hires the veterans of the Police Academy (1984) to help deal with the Mafia.,notalk,10000000,126247,126247,15716647,198418,198418,NA,3,N/A
1994,3,Priest,Antonia Bird,Jimmy McGovern,"Father Greg Pilkington (Linus Roache) is torn between his call as a conservative Catholic priest and his secret life as a homosexual with a gay lover, frowned upon by the Church. Upon ...",ok,60000000,29136626,84154026,94299882,45793007,132261912,NA,7.3,4 wins & 2 nominations.
1994,3,Pulp Fiction,Quentin Tarantino,"Quentin Tarantino (story), Roger Avary (story), Quentin Tarantino","The lives of two mob hit men, a boxer, a gangster's wife, and a pair of diner bandits intertwine in four tales of violence and redemption.",ok,8000000,107928762,212928762,12573318,169627825,334652619,94,9,Won 1 Oscar. Another 62 wins & 46 nominations.
1994,3,Speed,Jan de Bont,Graham Yost,A young cop must prevent a bomb exploding aboard a city bus by keeping its speed above 50 mph.,ok,30000000,121248145,283200000,47149941,190561429,445095443,78,7.2,Won 2 Oscars. Another 12 wins & 15 nominations.
1994,3,Stargate,Roland Emmerich,"Dean Devlin, Roland Emmerich","An interstellar teleportation device, found in Egypt, leads to a planet with humans resembling ancient Egyptians who worship the god Ra.",notalk,55000000,71565669,196565669,86441558,112477236,308935323,42,7,6 wins & 5 nominations.
